,Lens ID,027-396-266-532-738,066-382-980-653-77X,116-085-787-369-516,036-149-448-029-082,179-132-294-510-213,059-611-580-408-33X,063-359-887-330-154,116-509-832-503-46X,131-292-364-160-556,043-454-317-567-459,060-372-899-346-10X,078-881-949-441-033,025-320-084-599-970,062-055-064-561-85X,007-409-477-173-741,045-388-908-940-286,046-376-269-492-795,061-018-838-320-648,097-421-372-053-520,118-102-398-817-762
261,117-110-543-208-845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04522493132380663,0.033389214629111534,0.06244173869139415,0.0450342557744936,0.011736153117875962,0.0
262,119-828-100-009-826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07257957469032827,0.01452559108354914,0.04061524083083124,0.039712389496651956,0.041850759301036045,0.0
263,120-820-618-313-83X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02442845117232272,0.035961762172180535,0.03129566242602151,0.0005494162974502339,0.03344528419404385,0.0
264,123-112-711-908-995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010161457379710127,0.0,0.04567834961243331,0.04572257873807998,0.017440456333061113,0.0
265,134-995-876-286-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0585126747513878,0.02175470088732826,0.008755830296477227,0.05105651840281234,0.015152043591922555,0.0
266,145-930-999-684-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020523067064009883,0.012042760739941585,0.0007640213347213977,0.030266721549166473,0.025606155846710332,0.0
267,169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005377792979865445,0.0,0.021026349178281,0.012156726551930591,0.04985683770910837,0.0
268,176-358-336-937-825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015350106426525504,0.07202593527448045,0.026129534501002943,0.06586188464115524,0.03516549846822787,0.0
269,182-499-359-463-219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06359951589140822,0.04895795182206121,0.06615853001025977,0.05406835141730316,0.03485617293903739,0.0
270,185-129-272-793-400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007602537303192092,0.04130568574807679,0.013256549428155632,0.027522979024795252,0.0,0.0
271,012-309-807-113-075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7569869808711946
272,028-844-316-983-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08908024856948558
273,039-211-082-250-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075502616378188
274,045-139-449-368-358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23342847178785653
275,059-445-824-916-322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700499875703662
276,100-758-379-277-21X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075502616378188
277,104-626-130-571-406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8969374576964126
278,114-672-389-593-030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009785059505666509
279,122-790-951-486-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012783269603530467
280,127-475-456-358-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031595287411494574
281,129-504-756-103-235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010805763491544702
282,130-345-560-495-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5450863666586039
283,166-898-814-966-01X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01574548682633722
284,176-234-799-872-074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577654436584834
