,Lens ID,025-320-084-599-970,060-372-899-346-10X,116-509-832-503-46X,046-376-269-492-795,059-611-580-408-33X,062-055-064-561-85X,066-382-980-653-77X,097-421-372-053-520,179-132-294-510-213,061-018-838-320-648,007-409-477-173-741,045-388-908-940-286,027-396-266-532-738,043-454-317-567-459,078-881-949-441-033,063-359-887-330-154,116-085-787-369-516,036-149-448-029-082,131-292-364-160-556,118-102-398-817-762
127,053-719-795-895-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045389160726304695,0.05413361266649038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,054-305-338-343-34X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042223340490566204,0.032878534107427214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,057-197-413-657-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009447607716010036,0.024991009717393448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,058-201-431-727-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040185356347499424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,062-086-201-884-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03197112857633842,0.051888922147744085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,064-432-781-825-17X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006629671052340164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,066-611-818-335-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021363594952901393,0.0421253958724701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,072-364-355-191-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025807649456884643,0.008164379823453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,077-241-208-573-205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04324152780713709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,078-012-100-970-29X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04312279215586094,0.03092092260279103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,078-451-133-512-02X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03476243321000465,0.046524396288684794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,078-470-148-980-604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03885971134848358,0.057723722378747185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,098-551-863-329-618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05542274349510251,0.035896428562160694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,104-095-760-090-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04881532350261504,0.017433430400083834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,105-344-783-651-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016385786911352448,0.02540802270614403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345971878579086,0.07615308339655014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,131-111-699-854-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059567881342736856,0.022794638473328382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,135-471-224-323-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032275221529621485,0.00117696066114563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,136-929-137-424-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0677824229557365,0.05615066367363213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,140-120-127-320-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06849161177779682,0.05075071616754212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,173-631-094-662-915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02466539137726832,0.0370991585917394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,174-044-959-189-259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032581883983823764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,182-158-356-687-801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040772032643737556,0.015729920066772183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,193-381-516-111-686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03440941357226515,0.021916887742946266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,001-254-322-670-872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06149079867741289,0.013041474788772493,0.03952848566151721,0.0,0.0,0.0,0.0,0.0
152,002-227-810-181-405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044223989571838665,0.0056513212594897794,0.07198975882613651,0.0,0.0,0.0,0.0,0.0
153,003-149-126-851-754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04697650910902185,0.03415156690906193,0.045840502719526374,0.0,0.0,0.0,0.0,0.0
154,006-687-633-497-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07314418066495441,0.027101320218083418,0.030565103272871926,0.0,0.0,0.0,0.0,0.0
155,013-594-974-562-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05536499153661677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,030-929-233-804-44X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03646020992388806,0.03010213717599239,0.036035099518721976,0.0,0.0,0.0,0.0,0.0
157,038-737-526-962-518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04119529896334552,0.017958757259070614,0.0,0.0,0.0,0.0,0.0,0.0
158,039-572-877-788-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013235376763822079,0.009729026067669507,0.0031706796087199746,0.0,0.0,0.0,0.0,0.0
159,040-208-896-050-485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06924375700544053,0.021886263220319495,0.009371507266162616,0.0,0.0,0.0,0.0,0.0
160,050-418-334-813-530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04271003114227479,0.0024183007302853742,0.011032160120442586,0.0,0.0,0.0,0.0,0.0
161,071-000-824-702-757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02220568734612203,0.0017805431588276389,0.003960892706872491,0.0,0.0,0.0,0.0,0.0
162,080-752-452-284-07X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030239752255508484,0.04036125247656171,0.0,0.0,0.0,0.0,0.0,0.0
163,093-946-427-403-951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,099-651-790-941-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04964351188009589,0.0023855180469806005,0.07574344260673044,0.0,0.0,0.0,0.0,0.0
165,100-935-111-075-54X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07185255558297457,0.004599845983781682,0.07442003730229,0.0,0.0,0.0,0.0,0.0
166,103-743-287-428-874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045651212041982546,0.001379110292282288,0.020226511950585894,0.0,0.0,0.0,0.0,0.0
167,108-795-741-054-873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02712975993022962,0.05284538448206272,0.018096318182127064,0.0,0.0,0.0,0.0,0.0
168,109-321-719-727-13X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03459346410182931,0.0050452507510315835,0.04998279668040805,0.0,0.0,0.0,0.0,0.0
169,117-281-186-702-242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05629644794519012,0.03738433755616263,0.02227850957332027,0.0,0.0,0.0,0.0,0.0
170,123-112-711-908-995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04231731791054722,0.019466235407277613,0.020486104844929347,0.0,0.0,0.0,0.0,0.0
171,129-443-446-272-731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03646844007303829,0.011501999354573762,0.05353567323086147,0.0,0.0,0.0,0.0,0.0
172,138-254-519-618-953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10324257598052028,0.022175727204226434,0.015813262588448108,0.0,0.0,0.0,0.0,0.0
173,164-013-219-239-121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02620168302399042,0.050826708956063636,0.04371731184909186,0.0,0.0,0.0,0.0,0.0
174,194-391-518-246-985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08869405910517433,0.030631483139665995,0.05502176265152678,0.0,0.0,0.0,0.0,0.0
175,006-260-890-457-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,013-302-417-490-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031300587772990766,0.0406184481888073,0.0,0.0,0.0
177,013-353-791-759-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01692896030400348,0.049024783687053985,0.0,0.0,0.0
178,026-156-970-219-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011362350116539943,0.023944267190810848,0.0,0.0,0.0
179,030-902-854-635-052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027606933584630032,0.0,0.0,0.0
180,033-555-573-298-315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024720070306476282,0.00584565957506036,0.0,0.0,0.0
181,038-170-805-379-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033919750523135346,0.0,0.0,0.0
182,046-947-454-102-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02359895739589268,0.02372283440657569,0.0,0.0,0.0
183,051-858-967-360-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023934527690142312,0.028102232183972075,0.0,0.0,0.0
184,062-376-529-028-631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003900131460137993,0.004510349002644691,0.0,0.0,0.0
185,070-541-958-070-965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009854071835985204,0.014167846738875028,0.0,0.0,0.0
186,071-825-816-424-896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003610249098199147,0.03140275567254039,0.0,0.0,0.0
187,076-882-748-116-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027974592447795175,0.040545442604672244,0.0,0.0,0.0
188,088-963-079-143-906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033265652529652187,0.007114187500893599,0.0,0.0,0.0
189,089-926-127-972-615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00332078634978138,0.038187882813938395,0.0,0.0,0.0
190,094-974-208-048-309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011679709148452566,0.008962311328061662,0.0,0.0,0.0
191,102-669-910-571-199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028213458120754965,0.0,0.0,0.0
192,108-951-652-767-38X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003205032808708955,0.024934537938847895,0.0,0.0,0.0
193,111-417-084-591-248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004406453950445207,0.08314098693006963,0.0,0.0,0.0
194,118-400-153-349-767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016815616080171247,0.022532534458940368,0.0,0.0,0.0
195,120-820-618-313-83X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01140346861657925,0.014964790343665331,0.0,0.0,0.0
196,164-643-190-599-559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031142630325791044,0.05250843718177023,0.0,0.0,0.0
197,165-093-106-271-191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007563760233464237,0.05614665167370531,0.0,0.0,0.0
198,173-877-453-721-519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043178465442003364,0.012815463777356028,0.0,0.0,0.0
199,191-349-254-093-883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004016434103581344,0.03156092952998496,0.0,0.0,0.0
200,001-281-947-751-975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016964961528729568,0.0,0.0
201,002-908-019-710-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010157601937634727,0.0,0.0
202,017-784-773-403-422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00929714869287509,0.0,0.0
203,019-135-892-010-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018031220853668532,0.0,0.0
204,026-048-467-239-979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006505154584120208,0.0,0.0
205,026-982-172-464-821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02745250615096051,0.0,0.0
206,042-401-029-005-536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021947595105073544,0.0,0.0
207,044-023-593-835-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045423206830093626,0.0,0.0
208,056-414-859-740-557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020997416623093564,0.0,0.0
209,068-575-306-450-958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019889225373596622,0.0,0.0
210,095-597-624-140-45X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004185677046100851,0.0,0.0
211,117-110-543-208-845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015005225411910093,0.0,0.0
212,138-259-316-198-621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05243402811822866,0.0,0.0
213,145-930-999-684-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05875461255005904,0.0,0.0
214,146-362-763-625-758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00984650876022747,0.0,0.0
215,183-733-118-359-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015221415966860634,0.0,0.0
216,185-129-272-793-400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013524657136649555,0.0,0.0
217,001-542-585-753-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259172748530628,0.0
218,008-962-886-761-456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06503655959185978,0.0
219,009-175-881-547-438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042348171082335066,0.0
220,016-780-208-466-573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006481639075875246,0.0
221,024-276-265-590-973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05987975643322408,0.0
222,025-107-741-251-630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333690813743298,0.0
223,031-650-207-787-672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382285182663451,0.0
224,031-740-156-435-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041071582625997,0.0
225,032-050-236-233-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05325611838840623,0.0
226,034-244-957-935-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020664358878828858,0.0
227,037-377-525-775-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05756465154088902,0.0
228,042-553-754-884-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09177159498360872,0.0
229,043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036011597629520525,0.0
230,050-571-717-599-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04438282975796514,0.0
231,052-670-916-661-239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025881194239434663,0.0
232,057-453-531-906-267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026866789116159917,0.0
233,073-054-463-858-866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03355568007187057,0.0
234,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043946757425268726,0.0
235,076-823-648-953-459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05419015296495014,0.0
236,077-954-762-700-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05274224347798151,0.0
237,080-376-612-270-923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354848080578282,0.0
238,082-495-474-227-605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02711030686094939,0.0
239,084-598-061-461-73X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08337050469744056,0.0
240,092-107-960-468-848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03101148694352586,0.0
241,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05220005192608933,0.0
242,101-931-016-895-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029843232544264686,0.0
243,104-511-034-288-619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03501029854138628,0.0
244,109-760-057-069-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02337720825265669,0.0
245,110-917-132-699-697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022840511729428886,0.0
246,114-610-700-517-329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02372610656137673,0.0
247,124-748-119-715-692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03254427041544185,0.0
248,129-809-003-331-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10382365071240891,0.0
249,132-396-141-682-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03710667298265692,0.0
250,132-693-568-339-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028580904775545778,0.0
251,134-995-876-286-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012792859325786726,0.0
252,139-415-373-727-671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07988848126142695,0.0
253,141-208-622-576-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018338223152040145,0.0
254,145-162-485-543-214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027468604642027314,0.0
255,152-347-604-820-830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06803001826406693,0.0
256,160-606-850-771-257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450382436360537,0.0
257,170-177-625-955-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048563776086508095,0.0
258,180-658-270-170-05X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007545302178414013,0.0
259,180-963-788-596-582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03514293118012497,0.0
260,185-847-512-601-188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,188-130-097-599-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06252057109466792,0.0
262,190-805-304-109-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03931126263992119,0.0
263,191-348-260-799-474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03002639419533099,0.0
