,Lens ID,063-359-887-330-154,027-396-266-532-738,043-454-317-567-459,060-372-899-346-10X,061-018-838-320-648,066-382-980-653-77X,078-881-949-441-033,097-421-372-053-520,036-149-448-029-082,045-388-908-940-286,046-376-269-492-795,116-509-832-503-46X,007-409-477-173-741,116-085-787-369-516,118-102-398-817-762,025-320-084-599-970,059-611-580-408-33X,062-055-064-561-85X,131-292-364-160-556,179-132-294-510-213
240,106-258-436-803-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02267812942314957,0.022020183162299204,0.013717436824337806,0.04448230456931282,0.035096655924959225
241,108-795-741-054-873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028144472785103437,0.00134391884295534,0.034560429929856945,0.03761074987325842,0.006420295273094631
242,108-951-652-767-38X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0817331869612643,0.011971995487668346,0.0658117982113893,0.046258974888871256,0.04340367189601684
243,109-321-719-727-13X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03782947716712111,0.0379338325287026,0.06187032713947466,0.05375054953207538,0.042624965134562695
244,111-417-084-591-248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231640322837994,0.03199955165461307,0.009869823072356523,0.06345755530482713,0.04082618657742792
245,115-384-194-385-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228223094749158,0.0956999681024153,0.08574883681851624,0.12100851400499335,0.059060457814729954
246,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08292869547445564,0.04704190900689339,0.016681202477130952,0.045073818687900995,0.05167180293052335
247,129-190-637-644-62X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013843854035234172,0.011355496882102323,0.00039694872547540484,0.0002753980431977252,0.01840262059672944
248,129-809-003-331-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017272240968075024,0.026914010053621276,0.04334597208891562,0.09326237742316301,0.09195854866349329
249,132-396-141-682-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04377771825916802,0.02800768089169997,0.020217138541506918,0.030460944721422457,0.0793315914370743
250,132-693-568-339-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336165702967631,0.05272084307134081,0.04563533021451722,0.03569411343746704,0.020594299258803336
251,135-471-224-323-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04220242466705893,0.0024339615936651267,0.04167975781288707,0.02843107525650726,0.0
252,138-044-330-708-116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05715136660438171,0.04267846969261009,0.02340965868530861,0.026489906912348128,0.03043873578517927
253,138-254-519-618-953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02007049276669586,0.08618145505590376,0.055460487115149656,0.04781106094903259,0.05795077069328011
254,139-415-373-727-671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261450974284402,0.06897902416076203,0.014520807293059518,0.09022138637024812,0.04682923607599838
255,140-120-127-320-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07586513754891634,0.016224065571125185,0.030828761585257505,0.050157642206328,0.035417276762030166
256,141-208-622-576-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03302302503002853,0.03477664056346533,0.037559352174642575,0.030073443701482537,0.024282408057314096
257,145-162-485-543-214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05553211378258478,0.034988465447645396,0.013127564387930486,0.02155620490763701,0.027468362906700176
258,149-853-331-952-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00547734065282314,0.029290224929057015,0.012853392986120444,0.06773937671493208,0.0552646808572044
259,154-969-566-820-758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011242862026121313,0.0573243012932985,0.06321224836437431,0.07903532274992531,0.0421122396052451
260,164-643-190-599-559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017666087210465937,0.016876534452653233,0.06133883029553396,0.06279819825524814,0.04498685058480711
261,170-177-625-955-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019176590946659834,0.024023286090241975,0.0487518049304548,0.06886795673713741,0.015842563774941407
262,171-003-626-863-17X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03097037565300754,0.03296404298837132,0.02071872505202707,0.051915111199782905,0.03782950550502401
263,179-665-467-280-842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00834866445863269,0.07212193749813552,0.046104273746345945,0.07160659088217092,0.042401926635988824
264,180-963-788-596-582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232753031457264,0.07325479881719915,0.007854459851492484,0.03855020001658522,0.07831897370971747
265,188-130-097-599-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01658777544289925,0.01171642830394771,0.05549618611780796,0.0773425551438626,0.07535703782748472
266,191-349-254-093-883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043204492000839756,0.03851457045194535,0.0655785799500582,0.025751182055638394,0.06555305824266275
267,001-254-322-670-872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,014-665-421-131-071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,038-455-032-007-224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,042-553-754-884-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,050-418-334-813-530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,053-639-636-683-581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,054-305-338-343-34X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,062-086-201-884-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,062-376-529-028-631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,064-432-781-825-17X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,066-611-818-335-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,077-241-208-573-205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,078-012-100-970-29X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,104-095-760-090-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,112-419-075-777-708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,146-362-763-625-758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,146-586-701-703-282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,185-847-512-601-188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
