,Lens ID,043-454-317-567-459,078-881-949-441-033,116-509-832-503-46X,036-149-448-029-082,060-372-899-346-10X,066-382-980-653-77X,118-102-398-817-762,025-320-084-599-970,046-376-269-492-795,059-611-580-408-33X,131-292-364-160-556,007-409-477-173-741,027-396-266-532-738,045-388-908-940-286,061-018-838-320-648,062-055-064-561-85X,063-359-887-330-154,097-421-372-053-520,116-085-787-369-516,179-132-294-510-213
272,134-995-876-286-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05214473976248023,0.02784849542890128,0.01724201368815442,0.05635388440141219,0.04722743574304905,0.0005941072072977297,0.012224901770053932,0.011613671365556584,0.020186151160264388
273,136-929-137-424-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06991828029366473,0.02194087116328519,0.04658630098852591,0.022448354714242266,0.0709989431264759,0.034340870705333267,0.040786923608834666,0.05274582066665415,0.013514388866490621
274,138-254-519-618-953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03668323919181298,0.10167574334206161,0.05295023612438808,0.059016508970196266,0.06238153278814278,0.024274312884635118,0.027120105502659832,0.06919917424442534,0.061396050299464565
275,145-431-224-278-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03821986690067565,0.04231804727806736,0.034906095640293525,0.06146870857584567,0.05411154726809887,0.00554956325202261,0.0543738198855153,0.006403665703661862,0.014536545454058948
276,159-341-018-942-277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02774507347578426,0.0583990126637622,0.0,0.04430142048665285,0.0009969856019634326,0.0,0.000723023483043304,0.0006868731773546154,0.01767331676758493
277,164-643-190-599-559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03373916457180908,0.04610819686887781,0.029969052681552862,0.04801187354693963,0.05063464758242958,0.019354527427151384,0.014198784117699653,0.061788556222687606,0.054319073350138
278,167-707-200-597-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03599924590993259,0.054611790859663466,0.0057623658569838,0.06412225403751745,0.052918246694628385,0.009598431343444416,0.04344478274224928,0.03554206379322796,0.04406379195023548
279,176-358-336-937-825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001509801565025796,0.03262285458015681,0.06445909968199903,0.06620621031714866,0.029422177217913088,0.025465977855977175,0.032955008935655145,0.016156825312950006,0.04162676786666783
280,182-158-356-687-801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03905885854829371,0.038092483734844876,0.013512776029744352,0.009081780192043512,0.021140033438563487,0.008068243936903327,0.02015631603817862,0.011232909565629355,0.0349404438658352
281,182-499-359-463-219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07229393650483455,0.10666130907796541,0.05475916948271848,0.06634047487604802,0.02774395890231479,0.02421046480402387,0.043240736794573034,0.030705775623425316,0.05031958590265882
282,188-130-097-599-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05641004488506485,0.03890744186816389,0.0,0.017773865155135633,0.04708740259179542,0.043262220347591133,0.015096821949396176,0.04925056860719083,0.08181108562603341
283,191-349-254-093-883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03117917243681657,0.08101770370213868,0.0288841365210594,0.027280606780028666,0.07685041963201375,0.0006505740934847832,0.030465239337398843,0.03258297672653279,0.0683079819427638
284,194-391-518-246-985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0331483393894691,0.09530844410725169,0.07546431802456421,0.08567705722020803,0.08386739122606998,0.013488958313263221,0.05613574141825703,0.03418932467108017,0.062257856239639066
