Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
062-411-954-481-980,Using a Semantic Analysis Tool to Generate Subject Access Points: A Study Using Panofsky's Theory and Two Research Samples,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Marcia Lei Zeng; Karen F. Gracy; Maja Žumer,,41,6,440,451,World Wide Web; Semantic Web; Information retrieval; Subject access; Computer science; Semantic network,,,,,https://digitalcommons.kent.edu/slispubs/65/ https://oaks.kent.edu/slispubs/106,http://dx.doi.org/10.5771/0943-7444-2014-6-440,,10.5771/0943-7444-2014-6-440,2567565679,,0,005-613-838-729-473; 017-858-823-438-930; 018-793-664-000-916; 030-753-431-042-451; 032-853-318-743-230; 051-785-940-885-797; 058-183-036-605-984; 092-706-457-074-934; 187-025-107-208-614,2
062-906-894-224-804,Ontology: Several Theories on the Representation of Knowledge Domains,,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Maria Luiza de Almeida Campos; Hagar Espanha Gomes,,44,3,178,186,Artificial intelligence; Natural language processing; Ontology; Computer science,,,,,https://www.nomos-elibrary.de/index.php?doi=10.5771/0943-7444-2017-3-178,http://dx.doi.org/10.5771/0943-7444-2017-3-178,,10.5771/0943-7444-2017-3-178,2776458128,,0,,1
063-141-604-592-479,OBSERVATIONES IN: For Hope,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Susan Gold Smith,,43,5,384,393,Philosophy; Theology,,,,,http://dx.doi.org/10.5771/0943-7444-2016-5-384,http://dx.doi.org/10.5771/0943-7444-2016-5-384,,10.5771/0943-7444-2016-5-384,2802473185,,0,,0
063-425-157-796-959,A Model to Represent and Process Scientific Knowledge in Biomedical Articles with Semantic Web Technologies,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Carlos Henrique Marcondes; Leonardo Cruz da Costa,,43,2,86,101,World Wide Web; Sociology of scientific knowledge; Semantic Web; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2016-2-86,http://dx.doi.org/10.5771/0943-7444-2016-2-86,,10.5771/0943-7444-2016-2-86,2801346040,,0,,0
063-630-873-264-040,School libraries and indexing policies in Brazil and Portugal,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ana Lúcia Terra; María del Carmen Agustín Lacruz; Mariangela Fujita,,43,4,279,284,Library science; Political science,,,,,https://zaguan.unizar.es/record/56703 https://zaguan.unizar.es/record/56703/files/texto_completo.pdf https://core.ac.uk/display/83043917,http://dx.doi.org/10.5771/0943-7444-2016-4-279,,10.5771/0943-7444-2016-4-279,2785905034,,0,,0
064-550-243-017-578,Impressum,,2018,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,45,6,542,543,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-6-542,,10.5771/0943-7444-2018-6-542,,,0,,0
064-686-038-186-375,Impressum,,2018,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,45,8,716,717,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-8-716,,10.5771/0943-7444-2018-8-716,,,0,,0
064-712-464-525-014,Ethical Issues of Knowledge Organization in Designing a Metadata Schema for the Leo Kottke Archives,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Kelli McQueen,,42,5,332,338,Knowledge organization; Ethical issues; Metadata schema; Computer science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2015-5-332,http://dx.doi.org/10.5771/0943-7444-2015-5-332,,10.5771/0943-7444-2015-5-332,2805241159,,0,,1
064-878-122-773-181,"Changing depictions of persons in library practice: Spirits, pseudonyms, and human bookst",,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Brian Dobreski; Barbara H. Kwasnik,,44,8,656,667,Media studies; History,,,,,https://experts.syr.edu/en/publications/changing-depictions-of-persons-in-library-practice-spirits-pseudo,http://dx.doi.org/10.5771/0943-7444-2017-8-656,,10.5771/0943-7444-2017-8-656,2782726322,,0,,3
065-322-283-092-38X,"Vanda Broughton. 2015. Essential Classification, 2nd ed. London: Facet Publishing.",,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,M.P. Satija,,43,2,126,127,Art; Publishing; Vanda; Facet (geometry); Art history,,,,,http://dx.doi.org/10.5771/0943-7444-2016-2-126,http://dx.doi.org/10.5771/0943-7444-2016-2-126,,10.5771/0943-7444-2016-2-126,2801447930,,0,,0
065-366-333-068-180,,,2015,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,42,1,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2015-1,,10.5771/0943-7444-2015-1,,,0,,0
065-704-133-660-082,Faceted Ontological Representation for a Music Domain,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Devika P. Madalli; B Preedip Balaji; and Amit Kumar Sarangi,,42,1,9,25,Cognitive science; Ontology; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2015-1-9,http://dx.doi.org/10.5771/0943-7444-2015-1-9,,10.5771/0943-7444-2015-1-9,2807052224,,0,,0
066-273-170-716-342,Titelei/Inhaltsverzeichnis,,2016,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,43,8,571,572,,,,,,,http://dx.doi.org/10.5771/0943-7444-2016-8-571,,10.5771/0943-7444-2016-8-571,,,0,,0
066-398-618-674-750,"Library and Information Science (LIS), Part 2",,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Birger Hjørland,,45,4,319,338,Library science; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2018-4-319,http://dx.doi.org/10.5771/0943-7444-2018-4-319,,10.5771/0943-7444-2018-4-319,2916254352,,0,,2
066-482-498-803-037,What is Knowledge Organization,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ingetraut Dahlberg,,41,1,85,91,Knowledge organization; Computer science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2014-1-85,http://dx.doi.org/10.5771/0943-7444-2014-1-85,,10.5771/0943-7444-2014-1-85,2810640926,,0,,6
067-176-176-012-380,"The Value of Taxonomies, Thesauri and Metadata in Enterprise Search",,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Martin White,,43,3,184,192,Information retrieval; Enterprise search; Computer science; Metadata,,,,,http://dx.doi.org/10.5771/0943-7444-2016-3-184,http://dx.doi.org/10.5771/0943-7444-2016-3-184,,10.5771/0943-7444-2016-3-184,2802474674,,0,,2
067-329-016-677-409,Titelei/Inhaltsverzeichnis,,2014,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,41,2,101,102,,,,,,,http://dx.doi.org/10.5771/0943-7444-2014-2-101,,10.5771/0943-7444-2014-2-101,,,0,,0
068-468-889-362-154,"Categories, Contexts and Relations in Knowledge Organization: The 12th International ISKO Conference, Mysore, India",,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Nancy J. Williamson,,42,1,51,56,Sociology; Knowledge organization; Social science,,,,,http://dx.doi.org/10.5771/0943-7444-2015-1-51,http://dx.doi.org/10.5771/0943-7444-2015-1-51,,10.5771/0943-7444-2015-1-51,2805266956,,0,,1
068-575-306-450-958,E. Wyndham Hulme's Classification of the Attributes of Books: On an Early Model of a Core Bibliographical Entity,,2017,journal article,Knowledge Organization,09437444,,,Thomas M. Dousa,"Modelling bibliographical entities is a prominent activity within knowledge organization today. Current models of bibliographic entities, such as Functional Requirements for Bibliographical Records (FRBR) and the Bibliographic Framework (BIBFRAME), take inspiration from data-modelling methods developed by computer scientists from the mid-1970s on. Thus, it would seem that the modelling of bibliographic entities is an activity of very recent vintage. However, it is possible to find examples of bibliographical models from earlier periods of knowledge organization. The purpose of this paper is to draw attention to one such model, outlined by the early 20th-century British classification theorist E. Wyndham Hulme in his essay on “Principles of Book Classification” (1911–1912). There, Hulme set forth a classification of various attributes by which books can conceivably be classified. These he first divided into accidental and inseparable attributes. Accidental attributes were subdivided into edition-level and copy-level attributes and inseparable attitudes, into physical and non-physical attributes. Comparison of Hulme’s classification of attributes with those of FRBR and BIBFRAME 2.0 reveals that the different classes of attributes in Hulme’s classification correspond to groups of attributes associated with different bibliographical entities in those models. These later models assume the existence of different bibliographic entities in an abstraction hierarchy among which attributes are distributed, whereas Hulme posited only a single entity— the book—, whose various aspects he clustered into different classes of attributes. Thus, Hulme’s model offers an interesting alternative to current assumptions about how to conceptualize the relationship between attributes and entities in the bibliographical universe.",6,1,21,38,Abstraction; Data science; BIBFRAME; Knowledge organization; Book Classification; Single entity; Hierarchy; Computer science; Functional requirement,,,,,https://journals.lib.washington.edu/index.php/nasko/article/view/15228/12686 https://journals.lib.washington.edu/index.php/nasko/article/download/15228/12686,https://journals.lib.washington.edu/index.php/nasko/article/view/15228/12686,,,2747743971,,0,,0
068-889-273-259-680,Knowledge Organization System (KOS): An Introductory Critical Account,,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Fulvio Mazzocchi,,45,1,54,78,Knowledge organization system; Computer science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2018-1-54,http://dx.doi.org/10.5771/0943-7444-2018-1-54,,10.5771/0943-7444-2018-1-54,2794016217,,0,,2
069-036-571-148-163,"Developing SciGator, a DDC-Based Library Browsing Tool",,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Marco Lardera; Claudio Gnoli; Clara Rolandi; Marcin Trzmielewski,,44,8,638,643,World Wide Web; Computer science,,,,,https://www.nomos-elibrary.de/index.php?doi=10.5771/0943-7444-2017-8-638,http://dx.doi.org/10.5771/0943-7444-2017-8-638,,10.5771/0943-7444-2017-8-638,2783669829,,0,001-156-484-241-860; 057-174-075-173-87X,0
069-066-671-563-476,Classifying Authorial Perspective,,2015,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Rick Szostak,,42,7,499,507,,,,,,,http://dx.doi.org/10.5771/0943-7444-2015-7-499,,10.5771/0943-7444-2015-7-499,,,0,,1
069-339-519-171-292,Transforming Open Data to Linked Open Data Using Ontologies for Information Organization in Big Data Environments of the Brazilian Government: the Brazilian Database Government Open Linked Data – DBgoldbr,,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Marcio Victorino; Maristela Holanda; Edison Ishikawa; Edgard Costa Oliveira; Sammohan Chhetri,,45,6,443,466,World Wide Web; Business; Government; Ontology (information science); Open data; Linked data; Big data,,,,,http://dx.doi.org/10.5771/0943-7444-2018-6-443,http://dx.doi.org/10.5771/0943-7444-2018-6-443,,10.5771/0943-7444-2018-6-443,2902867417,,0,,0
069-600-934-219-296,Titelei/Inhaltsverzeichnis,,2014,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,41,3,189,190,,,,,,,http://dx.doi.org/10.5771/0943-7444-2014-3-189,,10.5771/0943-7444-2014-3-189,,,0,,0
069-614-844-285-879,,,2016,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,43,3,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2016-3,,10.5771/0943-7444-2016-3,,,0,,0
070-913-927-483-040,The Thought Behind the Symbol: About the Automatic Interpretation and Representation of UDC Numbers,,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Attila Piros,,44,6,416,424,Symbol; Computer science; Arithmetic,,,,,https://www.nomos-elibrary.de/index.php?doi=10.5771/0943-7444-2017-6-416,http://dx.doi.org/10.5771/0943-7444-2017-6-416,,10.5771/0943-7444-2017-6-416,2779436039,,0,,0
071-521-935-926-896,Colon Classification (CC),,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,M.P. Satija,,44,4,291,307,Internal medicine; Colon classification; Computer science; Gastroenterology,,,,,https://www.nomos-elibrary.de/index.php?doi=10.5771/0943-7444-2017-4-291,http://dx.doi.org/10.5771/0943-7444-2017-4-291,,10.5771/0943-7444-2017-4-291,2780083882,,0,,2
071-549-816-981-053,Bibliography of Published Works by Eric James Coates,,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Keiichi Kawamura,,45,2,103,107,Art; Classics; Bibliography,,,,,http://dx.doi.org/10.5771/0943-7444-2018-2-103,http://dx.doi.org/10.5771/0943-7444-2018-2-103,,10.5771/0943-7444-2018-2-103,2807117092,,0,,0
072-183-667-142-338,What is Knowledge Organization About,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Claudio Gnoli,,43,8,668,669,Business; Knowledge organization; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2016-8-668,http://dx.doi.org/10.5771/0943-7444-2016-8-668,,10.5771/0943-7444-2016-8-668,2799681643,,0,,0
072-818-498-365-501,"Rudy, Seth. 2014. Literature and Encyclopedism in Enlightenment Britain: The Pursuit of Complete Knowledge. Palgrave Studies in the Enlightenment, Romanticism and the Cultures of Print. London: Palgrave Macmillan. Burke, Colin B. 2014. Information and Intrigue: From Index Cards to Dewey Decimals to Alger Hiss. History and Foundations of Information Science. Cambridge, MA & London, UK: MIT Press.",,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Matthew Kelly,,43,4,301,306,Art; Enlightenment; Romanticism; Art history; Information science,,,,,http://dx.doi.org/10.5771/0943-7444-2016-4-301,http://dx.doi.org/10.5771/0943-7444-2016-4-301,,10.5771/0943-7444-2016-4-301,2802120505,,0,,0
073-772-579-450-922,The Memory Library: How the Library in Hellenistic Alexandria Worked,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ole Olesen-Bagneux,"For millennia the famous library in Hellenistic Alexandria has been praised as an epicenter of enlightenment and wisdom. And yet, a question still seems unanswered: how was its literature classified and retrieved? It is a subject that has been given surprisingly little attention by the field of library-and-information science―indeed, by scholarship in general. Furthermore, a certain way of thinking has influenced the few answers that have so far been attempted. It is as if the scholars of our era have tried to identify the modern, physical library in the Hellenistic library in Alexandria. But such an approach is biased in a basic way: It simply does not consider the impact of the cultural and intellectual context of the library. This article differs fundamentally, because I reject the notion that the library was like those of today. Accordingly, an entirely new way of understanding how the library actually worked, in terms of classification and retrieval processes is presented. The key element is to understand the library both as a physical structure and as a struc- ture in the memory of the Alexandrian scholars. In this article, these structures are put together so as to propose a new interpretation of the library.",41,1,3,13,Literature; Art; Scholarship; Enlightenment; Physical structure; Classics,,,,,http://curis.ku.dk/ws/files/104407327/The_Memory_Library.pdf https://static-curis.ku.dk/portal/files/104407327/The_Memory_Library.pdf,http://dx.doi.org/10.5771/0943-7444-2014-1-3,,10.5771/0943-7444-2014-1-3,2183290885,,0,002-820-574-179-73X; 004-972-083-186-957; 006-500-533-574-330; 020-238-059-776-299; 025-413-251-395-071; 030-424-445-345-720; 033-101-362-579-68X; 042-320-081-756-789; 045-917-551-573-700; 046-315-765-804-760; 048-437-564-986-762; 052-397-833-671-322; 063-464-935-038-436; 069-290-939-320-456; 076-057-005-313-079; 082-115-928-374-603; 088-924-162-720-936; 108-709-579-503-189; 108-794-341-267-306; 127-101-384-115-251; 131-722-282-859-520; 146-758-735-201-73X; 155-339-721-093-520; 168-888-280-268-711; 172-437-872-975-139; 179-580-644-668-897; 189-475-900-956-088; 192-464-862-776-215,2
073-929-646-759-915,Fourth Annual “Best Paper in KO Award” for Volume 43 (2016),,2017,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,8,682,683,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-8-682,,10.5771/0943-7444-2017-8-682,,,0,,0
074-284-847-067-342,,,2017,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,7,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-7,,10.5771/0943-7444-2017-7,,,0,,0
074-664-040-111-327,Wikipedia HTML Structure Analysis for Ontology Construction,,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Rim Zarrad; Narjes Doggaz; and Ezzedine Zagrouba,,45,2,108,124,Information retrieval; Ontology construction; Structure analysis; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2018-2-108,http://dx.doi.org/10.5771/0943-7444-2018-2-108,,10.5771/0943-7444-2018-2-108,2806530976,,0,,0
075-835-837-215-705,"Defining and Measuring Research Impact in the Humanities, Social Sciences and Creative Arts in the Digital Age",,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Tim Kenyon,,41,3,249,257,Sociology; Visual arts; The arts,,,,,http://dx.doi.org/10.5771/0943-7444-2014-3-249,http://dx.doi.org/10.5771/0943-7444-2014-3-249,,10.5771/0943-7444-2014-3-249,2810532750,,0,,4
075-914-962-403-823,Subject Access in Swedish Discovery Services,,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Koraljka Golub,,45,4,297,309,Internet privacy; Subject access; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2018-4-297,http://dx.doi.org/10.5771/0943-7444-2018-4-297,,10.5771/0943-7444-2018-4-297,2898291518,,0,,1
076-102-140-473-892,Faceted Ontological Model for Brain Tumour Study,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Subhashis Das; Sayon Roy,,43,1,3,12,Philosophy; Cognitive science; Ontology,,,,,http://dx.doi.org/10.5771/0943-7444-2016-1-3,http://dx.doi.org/10.5771/0943-7444-2016-1-3,,10.5771/0943-7444-2016-1-3,2800035105,,0,,1
076-381-407-986-975,Data (with Big Data and Database Semantics),,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Birger Hjørland,,45,8,685,708,Semantics; Computer science; Big data; Database,,,,,http://dx.doi.org/10.5771/0943-7444-2018-8-685,http://dx.doi.org/10.5771/0943-7444-2018-8-685,,10.5771/0943-7444-2018-8-685,2909760525,,0,,1
076-484-083-006-169,Books Recently Published,,2018,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,45,7,640,640,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-7-640,,10.5771/0943-7444-2018-7-640,,,0,,0
077-248-468-296-955,Impressum,,2018,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,45,4,340,341,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-4-340,,10.5771/0943-7444-2018-4-340,,,0,,0
077-380-426-746-186,Titelei/Inhaltsverzeichnis,,2015,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,42,7,475,476,,,,,,,http://dx.doi.org/10.5771/0943-7444-2015-7-475,,10.5771/0943-7444-2015-7-475,,,0,,0
077-866-048-746-233,,,2017,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,4,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-4,,10.5771/0943-7444-2017-4,,,0,,0
078-268-703-957-149,The Role of Thesauri in an Open Web: A Case Study of the STW Thesaurus for Economics,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Andreas Oskar Kempf; Joachim Neubert,,43,3,160,173,Engineering; World Wide Web,,,,,http://dx.doi.org/10.5771/0943-7444-2016-3-160,http://dx.doi.org/10.5771/0943-7444-2016-3-160,,10.5771/0943-7444-2016-3-160,2799859455,,0,,2
078-354-166-221-515,Modelling User-Centered Attributes: The Web Search Engine as a Case,2015-01-26,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Bernard Ijesunor Akhigbe; Babajide Samuel Afolabi; and Emmanuel Rotimi Adagunodo,,42,1,26,40,World Wide Web; Computer science; Search engine,,,,,https://ir.oauife.edu.ng/handle/123456789/5065,http://dx.doi.org/10.5771/0943-7444-2015-1-26,,10.5771/0943-7444-2015-1-26,2807516516,,0,,0
079-161-674-792-731,Books recently published,,2017,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,8,684,686,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-8-684,,10.5771/0943-7444-2017-8-684,,,0,,0
079-488-727-691-331,Organizing Acts and Objects: Metaphysical Foundations,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,John Budd,,41,6,419,428,Epistemology; Philosophy; Metaphysics,,,,,http://dx.doi.org/10.5771/0943-7444-2014-6-419,http://dx.doi.org/10.5771/0943-7444-2014-6-419,,10.5771/0943-7444-2014-6-419,2810961852,,0,,0
079-960-308-359-912,Computers Could Help to Comprehend Countries,,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Hans Kuijper,,44,1,73,74,Business; Public relations,,,,,https://www.nomos-elibrary.de/index.php?doi=10.5771/0943-7444-2017-1-73,http://dx.doi.org/10.5771/0943-7444-2017-1-73,,10.5771/0943-7444-2017-1-73,2781345213,,0,,0
080-060-644-042-641,,,2018,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,45,7,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-7,,10.5771/0943-7444-2018-7,,,0,,0
080-332-915-038-561,"Correction relating to the contribution: What is Knowledge Organization? by Ingetraut Dahlberg, Knowl.Org. 31(2014)No.1, p.87",,2014,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,41,2,188,190,,,,,,,http://dx.doi.org/10.5771/0943-7444-2014-2-188,,10.5771/0943-7444-2014-2-188,,,0,,0
081-026-767-005-178,Logic-Based Schema Alignment for Natural History Museum Databases,,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Andrea K. Thomer; Yi-Yun Cheng; Jodi Schneider; Michael B. Twidale; Bertram Ludäscher,,44,7,545,558,Possible world; World Wide Web; Data migration; Natural history; Schema (psychology); Database schema; Computer science; Museum informatics; Data curation,,,,,https://core.ac.uk/display/152503438 https://deepblue.lib.umich.edu/handle/2027.42/140983 https://experts.illinois.edu/en/publications/logic-based-schema-alignment-for-natural-history-museum-databases,http://dx.doi.org/10.5771/0943-7444-2017-7-545,,10.5771/0943-7444-2017-7-545,2777921993,,0,036-544-318-490-33X; 037-500-956-328-590; 038-640-878-197-089; 105-287-557-776-817,0
081-469-676-904-875,Titelei/Inhaltsverzeichnis,,2017,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,4,249,250,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-4-249,,10.5771/0943-7444-2017-4-249,,,0,,0
081-981-596-672-261,Classifying Research Articles in Multidisciplinary Sciences Journals into Subject Categories,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Hui Fang,,42,3,139,153,Multidisciplinary approach; Computer science; Medical education,,,,,http://dx.doi.org/10.5771/0943-7444-2015-3-139,http://dx.doi.org/10.5771/0943-7444-2015-3-139,,10.5771/0943-7444-2015-3-139,2807367341,,0,,3
082-302-914-653-39X,,,2017,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,1,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-1,,10.5771/0943-7444-2017-1,,,0,,0
082-350-749-414-374,A Second Life for TIIARA: From Bilingual to Multilingual!,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Elaine Ménard; Nouf Khashman; Svetlana Kochkina; Juan-Manuel Torres-Moreno; Patricia Velázquez-Morales; Fen Zhou; P. Jourlin; Priyanka Rawat; Peter Peinl; Elvys Linhares Pontes; Ilaria Brunetti,,43,1,22,34,Computer science; Linguistics,,,,,https://hal.archives-ouvertes.fr/hal-01473130,http://dx.doi.org/10.5771/0943-7444-2016-1-22,,10.5771/0943-7444-2016-1-22,2802247258,,0,,2
082-376-518-810-914,,,2015,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,42,7,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2015-7,,10.5771/0943-7444-2015-7,,,0,,0
084-825-994-125-508,,,2016,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,43,2,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2016-2,,10.5771/0943-7444-2016-2,,,0,,0
084-910-201-233-485,"Epistemological and Theoretical Foundations of Information—Documentation Science: A Tribute to Francophone Pioneers. 11th ISKO-France Conference, 2017",,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Michèle Hudon,,45,3,255,267,Sociology; Library science; Tribute; Documentation science; French,,,,,http://dx.doi.org/10.5771/0943-7444-2018-3-255,http://dx.doi.org/10.5771/0943-7444-2018-3-255,,10.5771/0943-7444-2018-3-255,2808657622,,0,,1
084-981-994-986-310,Books Recently Published,,2017,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,7,578,578,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-7-578,,10.5771/0943-7444-2017-7-578,,,0,,0
085-055-928-143-263,Methodological Aspects of Critical Theories in Knowledge Organization,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Daniel Martínez-Ávila; Rafael Semidão; Marcio Ferreira,"Sao Paulo State University-UNESP Graduate School of Information Science, Av. Hygino Muzzi Filho, 737",43,2,118,125,Epistemology; Critical theory; Sociology; Knowledge organization; Information science,,,,,http://www.bv.fapesp.br/pt/publicacao/119004/methodological-aspects-of-critical-theories-in-knowledge-org/ https://repositorio.unesp.br/handle/11449/168610 http://dx.doi.org/10.5771/0943-7444-2016-2-118,http://dx.doi.org/10.5771/0943-7444-2016-2-118,,10.5771/0943-7444-2016-2-118,2783177856,,0,,2
085-126-065-591-508,Books recently published.,,2017,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,4,311,313,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-4-311,,10.5771/0943-7444-2017-4-311,,,0,,0
085-251-766-213-481,Knowledge Organization and the 2017 UDC Seminar: An Editorial,,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Yazeed Alhumaidan; Megan Dowell; Jean Rene; Lisa Leverett; Laura Ridenour; Vanessa Schlais; Shengang Wang; Richard P. Smiraglia,,45,4,273,280,Library science; Political science; Knowledge organization,,,,,http://dx.doi.org/10.5771/0943-7444-2018-4-273,http://dx.doi.org/10.5771/0943-7444-2018-4-273,,10.5771/0943-7444-2018-4-273,2917388969,,0,,0
085-395-459-009-133,Document Theory,,2018,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Michael Buckland,,45,5,425,436,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-5-425,,10.5771/0943-7444-2018-5-425,,,0,,4
085-723-828-033-498,Books recently published,,2015,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,42,7,547,550,,,,,,,http://dx.doi.org/10.5771/0943-7444-2015-7-547,,10.5771/0943-7444-2015-7-547,,,0,,0
085-760-387-430-350,Information Retrieval as a Domain: Visualizations Based on Two Data Sets,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,K. S. Raghavan; K. H. Apoorva; Aarti Jivrajani,,42,8,591,601,Information retrieval; A domain; Computer science; Data set,,,,,http://dx.doi.org/10.5771/0943-7444-2015-8-591,http://dx.doi.org/10.5771/0943-7444-2015-8-591,,10.5771/0943-7444-2015-8-591,2807215449,,0,,0
