Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
141-436-740-088-045,"Czap, H.; Galinski, Ch. (Eds.): Terminology and knowledge engineering. Proceedings. Int. Congress, Sept. 29–Oct. 1, 1987 (P. Jaenecke)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,177,180,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-177-1,,10.5771/0943-7444-1989-3-177-1,,,0,,0
141-585-627-840-708,Titelei/Inhaltsverzeichnis,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-i,,10.5771/0943-7444-1988-2-i,,,0,,0
145-406-040-089-133,Classification in online information systems (in German),,1986,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Otto Oberhauser,,13,2,79,87,German; Information system; Information retrieval; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1986-2-79,http://dx.doi.org/10.5771/0943-7444-1986-2-79,,10.5771/0943-7444-1986-2-79,2891831721,,0,,0
146-800-642-299-498,"Dutz, K. D.: Studien zur Klassifikation, Systematik und Terminologie Theorie und Praxis (Studies on classification, systematics and terminology) (H. Bühler)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,165,166,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3-165,,10.5771/0943-7444-1988-3-165,,,0,,0
147-058-466-875-574,"Panyr, J.: Automatic classification and information retrieval (D. Soergel)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,1,42,42,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-1-42,,10.5771/0943-7444-1988-1-42,,,0,,0
147-506-164-853-130,Reports and Communications,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,145,148,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3-145,,10.5771/0943-7444-1988-3-145,,,0,,0
148-420-941-361-421,"Pörksen, U.: Deutsche Naturwissenschaftssprachen, historische und kritische Studien (German special science languages; historical and critical studies) (H. Leclercq)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,173,173,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-173,,10.5771/0943-7444-1989-3-173,,,0,,0
150-360-229-386-799,FID/CR News 23,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,89,91,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-89,,10.5771/0943-7444-1988-2-89,,,0,,0
151-259-663-561-254,"Aitchison, J. Gilchrist, A.: Thesaurus construction. A practical manual, 2nd ed. (R. Fugmann)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,101,102,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-101,,10.5771/0943-7444-1988-2-101,,,0,,0
152-026-584-182-722,COCTA News,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,1,35,36,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1-35,,10.5771/0943-7444-1986-1-35,,,0,,0
153-350-781-961-689,Classification Literature 16 (1989) No. 3,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,181,195,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-181,,10.5771/0943-7444-1989-3-181,,,0,,0
153-954-041-449-353,F. W. Riggs: The CONTA Conference. Proceedings ... (G. Hartwieg),,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,3,161,162,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3-161,,10.5771/0943-7444-1985-3-161,,,0,,0
156-094-603-268-899,Reports and Communications,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,85,88,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-85,,10.5771/0943-7444-1988-2-85,,,0,,0
156-334-238-628-293,H.H. Wellisch: Indexing and Abstracting 1977–1981. An International Bibliography (I. Dahlberg),,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,2,103,103,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-2-103,,10.5771/0943-7444-1986-2-103,,,0,,0
156-531-228-814-212,Titelei/Inhaltsverzeichnis,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,1,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-1-i,,10.5771/0943-7444-1987-1-i,,,0,,0
157-401-296-253-198,"The Founding of the „International Society for Knowledge Organization“, Frankfurt, July 22, 1989",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,2,71,72,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2-71,,10.5771/0943-7444-1989-2-71,,,0,,0
158-410-229-144-961,,,1987,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,2,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-2,,10.5771/0943-7444-1987-2,,,0,,0
158-831-659-782-977,,,1988,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2,,10.5771/0943-7444-1988-2,,,0,,0
158-937-839-599-665,Cocta News,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,3,157,158,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-3-157,,10.5771/0943-7444-1987-3-157,,,0,,0
159-374-530-996-89X,H. Felber: Terminology Manual (I. Dahlberg),,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,1,45,46,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-45,,10.5771/0943-7444-1985-1-45,,,0,,0
160-515-843-736-062,Reports and Communications,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,160,162,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-160,,10.5771/0943-7444-1989-3-160,,,0,,0
160-743-814-893-901,"Hunter, E. J.: Classification – made simple (M. P. Satija)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,49,50,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-49,,10.5771/0943-7444-1989-1-49,,,0,,0
160-895-398-688-126,"Dykstra, M.: PRECIS: A primer (H. Schnelling)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,1,38,39,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-1-38,,10.5771/0943-7444-1988-1-38,,,0,,0
160-997-508-756-829,Classification and indexing languages in Poland (1974–1986). Pt. 2,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Lucyna Anna Bielicka; Janusz Paciejewski; Eugeniusz Scibor,,14,2,85,89,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-2-85,,10.5771/0943-7444-1987-2-85,,,0,,0
163-078-551-745-289,Neue Regelwerke zum Schlagwortkatalog: eine Einführung in RSWK und PRECIS. (New rules for the subject catalog: An introduction to RSWK and PRECIS) (W. Gödert),,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,1,38,39,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1-38,,10.5771/0943-7444-1986-1-38,,,0,,0
163-351-551-769-12X,Infoterm News,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,1,36,39,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-1-36,,10.5771/0943-7444-1987-1-36,,,0,,0
163-718-520-186-050,Classification Literature 13 (1986) No.3,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,3,170,186,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-3-170,,10.5771/0943-7444-1986-3-170,,,0,,0
164-059-534-141-320,,,1989,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3,,10.5771/0943-7444-1989-3,,,0,,0
164-107-320-118-217,Infoterm News,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,37,40,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-37,,10.5771/0943-7444-1989-1-37,,,0,,0
164-350-307-594-569,Reports and Communications,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,2,101,103,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2-101,,10.5771/0943-7444-1989-2-101,,,0,,0
166-050-120-618-32X,K. Weishaupt: Sacherschließung in Bibliotheken und Bibliographien. 1. Klassifikatorische Sacherschließung. (Subject analysis in libraries and Bibliographies. Vol. 1: Classificatory subject analysis) (W. Gödert),,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,1,39,40,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1-39,,10.5771/0943-7444-1986-1-39,,,0,,0
168-229-380-386-521,"Preusche, A.: Geometrische Form als semiotisches Phänomen (Geometric shape as a semiotic phenomenon. (H. Löckenhoff)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,171,171,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3-171,,10.5771/0943-7444-1988-3-171,,,0,,0
168-332-797-546-522,"Lustig, G. (Ed.): Automatische Indexierung zwischen Forschung und Anwendung (Automatic indexing between research and application) (B. Endres-Niggemeyer)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,50,51,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-50,,10.5771/0943-7444-1989-1-50,,,0,,0
169-326-346-979-279,"Ballmer, T.T., Brennenstuhl, W.: German verbs (E. Mater)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,1,43,44,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-1-43,,10.5771/0943-7444-1988-1-43,,,0,,0
170-175-223-827-486,Expert Systems and Classification,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,1,1,6,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-1,,10.5771/0943-7444-1985-1-1,,,0,,0
170-737-435-893-188,,,1986,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,2,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-2,,10.5771/0943-7444-1986-2,,,0,,0
171-080-011-369-57X,Knowledge organization and the humanities and some other new features of this issue,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,133,133,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-133,,10.5771/0943-7444-1989-3-133,,,0,,0
171-528-728-859-755,"Judge, A.J.N. (Coord.): Global Action Networks. Classified Directory by Subject and Region, 4th ed. (M. P. Satija)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,106,107,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-106,,10.5771/0943-7444-1988-2-106,,,0,,0
172-540-796-271-775,Natural Law and Evolution. Towards a natural classification of order. Pt. I,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Wolfgang Dahlberg,,13,1,1,8,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1-1,,10.5771/0943-7444-1986-1-1,,,0,,0
175-031-038-730-868,FID/CR News 25,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,30,36,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-30,,10.5771/0943-7444-1989-1-30,,,0,,1
175-460-833-281-980,COCTA News,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,97,98,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-97,,10.5771/0943-7444-1988-2-97,,,0,,0
176-193-401-412-994,"Degens, P.O., Hermes, H.-J., Opitz, O. (Eds.): Die Klassifikation und ihr Umfeld (Classification and its environment) (P. Jaenecke)",,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,2,104,107,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-2-104,,10.5771/0943-7444-1987-2-104,,,0,,0
177-112-525-249-876,Classification Literature 16 (1989) No. 2,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,2,117,132,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2-117,,10.5771/0943-7444-1989-2-117,,,0,,0
178-359-900-244-315,,,1986,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,3,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-3,,10.5771/0943-7444-1986-3,,,0,,0
178-869-880-331-672,"T.S. Rajagopalan (Ed.): Ranganathan’s Philosophy: Assessment, Impact and Relevance (K.G.B. Bakewell)",,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,2,103,105,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-2-103-1,,10.5771/0943-7444-1986-2-103-1,,,0,,0
