Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
126-754-937-191-679,"Dietze, J.: Introduction to Information Linguistics (In German) (E. Mater) (In English)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,1,59,60,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-59-1,,10.5771/0943-7444-1993-1-59-1,,,0,,0
127-302-333-634-992,Reports and Communications,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,2,87,90,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-2-87,,10.5771/0943-7444-1993-2-87,,,0,,0
127-452-082-956-957,ISKO News 13,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,2,91,93,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-2-91,,10.5771/0943-7444-1993-2-91,,,0,,0
130-084-425-969-023,Titelei/Inhaltsverzeichnis,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,2,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-2-i,,10.5771/0943-7444-1993-2-i,,,0,,0
131-111-699-854-730,Further education in knowledge organization. Basic didactic considerations,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ewald Kiel,"Knowledge organization in real world situations is a complex task relying on a vast body of knowledge from theories, disciplines, professions, and cultures. This diversity requires a particular instructional design for developing competence in this field. The main features of this design are: real world approach, critical incident analysis, the work on interdependent tasks as a problem-solving method, implementation of solutions, permanent evaluation. It is proposed that documentation of critical incidents, solutions and implementation results serve as a base for establishing knowledge organization as a new interdisciplinary field",20,2,71,76,Interdisciplinarity; Artificial intelligence; Instructional design; Further education; Interdependence; Body of knowledge; Knowledge organization; Incident analysis; Computer science; Documentation; Knowledge management,,,,,http://cat.inist.fr/?aModele=afficheN&cpsidt=4930685 http://dx.doi.org/10.5771/0943-7444-1993-2-71,http://dx.doi.org/10.5771/0943-7444-1993-2-71,,10.5771/0943-7444-1993-2-71,2466724030,,0,,1
140-463-110-920-244,FID/CR News 35,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,224,228,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-224,,10.5771/0943-7444-1993-4-224,,,0,,0
141-290-369-026-499,"Davis, S. W.: DDC Workbook: A Practical Introduction to the Dewey Decimal Classification (M. P. Satija)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,232,233,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-232-1,,10.5771/0943-7444-1993-4-232-1,,,0,,0
145-760-265-873-799,Reports and Communications,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,223,223,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-223,,10.5771/0943-7444-1993-4-223,,,0,,0
149-853-331-952-574,"Terms, symbols, and ordinals: A taxonomy of designators",,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Charles T. Gilreath,"This article presents a new taxonomy or designators (a.k.a. designations), covering terms, symbols and ordinals. Although ordinals are widely used, they have not been conceptualized in terminology literature as designators per se. Each category is broken down according to the basic form of the designator. Term types are monomials, polynomials, and initialisms. Symbol types are alphabetic and graphic. And ordinal types are alphabetic and numeric. Combinations (hybrids) of these types are also discussed. The proposed terms and concepts are contrasted with those in ISO 1087 (Terminology-Vocabulary, 1990) and approximately 48 terms are defined",20,2,80,86,Monomial; Algebra; Symbol; Proposition; Linguistic model; Mathematics; Linguistics; Terminology; Ordinal number; Polynomial,,,,,http://cat.inist.fr/?aModele=afficheN&cpsidt=4930686 http://dx.doi.org/10.5771/0943-7444-1993-2-80,http://dx.doi.org/10.5771/0943-7444-1993-2-80,,10.5771/0943-7444-1993-2-80,2480122522,,0,,1
150-521-028-534-219,Knowledge Organization Literature 20 (1993) No. 0762–1100,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,235,248,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-235,,10.5771/0943-7444-1993-4-235,,,0,,0
151-169-425-661-920,The space and time aspects in scientific and technical information systems,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Viktor Beloozerov; Inna Gendlina,,20,4,203,203,Spacetime; Data science; Technical information; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-203-1,http://dx.doi.org/10.5771/0943-7444-1993-4-203-1,,10.5771/0943-7444-1993-4-203-1,2888265777,,0,,0
151-691-648-702-39X,ISKO News 12,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,1,57,58,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-57,,10.5771/0943-7444-1993-1-57,,,0,,0
159-341-018-942-277,Library-Bibliographical Classification: On the path of renovation,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Tamara S.Goltvinskaya; Eduard S.Sukiasyan,The perspectives of reorganization of the Library-Bibliographical Classification (LBC) are described. The possibilities of a transformation of this classification system into a scientifically based «knowledge base» for traditional and electronic catalogues are shown. Difficulties and obstacles in pursuing the completion of LBC reconstruction are expounded,20,2,77,79,Engineering management; Subject access; Computer science; Knowledge base; Telecommunications,,,,,http://cat.inist.fr/?aModele=afficheN&cpsidt=4930551 http://dx.doi.org/10.5771/0943-7444-1993-2-77,http://dx.doi.org/10.5771/0943-7444-1993-2-77,,10.5771/0943-7444-1993-2-77,2497888127,,0,,3
165-166-377-215-209,Quantifiability in iconography,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,J. P. J. Brandhorst,"It has rarely been seen as a task for art history to give systematic, consistent and detailed access to the subject matter of large numbers of historical images. This lack of systematic documentation severely handicaps all historical research that involves the interpretation of iconographic detail. It leaves us unable to count the frequency with which subjects have been represented, or with which iconographic particularities occur. This article asks whether the use of the iconographic classification system ICONCLASS will help to create countable iconographic information. Its first part deals with the considerations that have guided the shape of the computer edition that has recently been made available. These may be relevant for the electronic publication of classification systems in general. In the second part a few statement about gestures are analyzed against the background of an existing corpus of systematically described images . This analysis draws attention to the paradox that iconographic detail often plays a key role in art historical discourse, but must do so on the basis of incidental information",20,1,12,19,Countable set; Comparative historical research; Document retrieval; Gesture; Subject access; Subject matter; Linguistics; Iconography; Documentation; History,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-12 http://cat.inist.fr/?aModele=afficheN&cpsidt=4925072,http://dx.doi.org/10.5771/0943-7444-1993-1-12,,10.5771/0943-7444-1993-1-12,2485363636,,0,,1
166-311-647-705-246,Titelei/Inhaltsverzeichnis,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,1,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-i,,10.5771/0943-7444-1993-1-i,,,0,,0
167-038-765-171-427,"Cunningham, A. M., Wicks, W.: Guide to careers in abstracting and indexing (R. Fugmann)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,171,172,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-171,,10.5771/0943-7444-1993-3-171,,,0,,0
169-641-343-588-432,Questionnaire for the Who’s Who in Knowledge Organization,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,2,64,64,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-2-64,,10.5771/0943-7444-1993-2-64,,,0,,0
170-185-140-522-168,"Bernhard, R.: Numbering systems: Basic concepts and introduction. (In German) (B. Düsterbeck)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,170,171,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-170,,10.5771/0943-7444-1993-3-170,,,0,,0
172-893-380-399-293,Book Reviews,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,2,96,124,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-2-96,,10.5771/0943-7444-1993-2-96,,,0,,0
175-500-257-688-742,Knowledge Organization on Its Way – between Madras and Copenhagen,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,125,125,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-125,,10.5771/0943-7444-1993-3-125,,,0,,0
175-874-942-489-748,,,1993,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4,,10.5771/0943-7444-1993-4,,,0,,0
197-535-465-051-20X,Editorials,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,187,188,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-187,,10.5771/0943-7444-1993-4-187,,,0,,0
